id,Date,Longitude,Latitude,Route,Operator,Type,Registration,Aboard,Fatalities,weather,terrain,sabotage,unknown,mechanical,human,pilot,flt_src,flt_dest,src_lon,src_lat,dest_lon,dest_lat
1158,10/22/1951,21.41667,42,Belgrad - Skopje,JAT Yugoslav Airlines,Douglas DC-3,YU-ACC,12,12,0,0,0,0,0,0,0,Belgrad,Skopje,20.456897,44.817813,21.43165,41.996092
1160,11/05/1951,-103.72497,35.17172,Oakland - Albuquerque,Transocean Air Lines,Martin 202,N93039,29,1,1,0,0,0,0,0,0,Oakland,Albuquerque,-122.271356,37.804456,-106.650985,35.084103
1161,11/19/1951,31.24967,30.06263,Ankara - Cairo,Devlet Hava Yollari,Douglas DC-3,TC-ACA,5,5,0,0,0,0,0,0,0,Ankara,Cairo,32.853793,39.921522,31.243666,30.048819
1163,11/24/1951,8.55,47.36667,Zurich - Rome,El Al,Douglas DC-4,4X-AND,7,6,0,0,0,0,0,0,0,Zurich,Rome,8.542322,47.372396,12.485338,41.894802
1167,12/16/1951,-74.183438,40.672052,Fort Smith - Newark,Miami Airlines,Curtiss Wright C-46F,N1678M,56,56,0,0,0,0,1,0,1,Fort Smith,Newark,-94.424898,35.387222,-74.172367,40.735657
1169,12/29/1951,-74.005973,40.714269,Pittsburgh - Buffalo,Continental Charters,Curtiss C-46A-50-CU,N3944C,40,26,1,0,0,0,0,0,1,Pittsburgh,Buffalo,-79.990086,40.441694,-78.878392,42.886717
1170,12/30/1951,-149.336012,67.094545,Umiat - Fairbanks,Transocean Air Lines,Curtiss C 46F-CU,N68963,4,4,0,0,0,0,0,0,1,Umiat,Fairbanks,-152.144167,69.366944,-147.716675,64.837845
1171,12/30/1951,-112.07404,33.44838,New York - Williams AFB,Military - U.S. Air Force,Douglas C-47D,47-76266,28,28,0,0,0,0,0,0,0,New York,Williams AFB,-73.986614,40.730646,-100.445882,39.78373
1174,1/10/1952,-3.5,52.5,Northolt - Dublin,Aer Lingus,Douglas DC-3,EI-AFL,23,23,1,0,0,0,0,0,0,Northolt,Dublin,-0.369565,51.546594,-6.260273,53.349765
1175,01/19/1952,-131.82117,53.24262,Tokyo - Elmendorf AFB,Northwest Orient Airlines,Douglas DC-4,N45342,43,36,0,0,0,0,0,0,0,Tokyo,Elmendorf AFB,139.404903,34.696864,-149.798988,61.277375
1176,01/22/1952,-74.183438,40.672052,Buffalo - Newark,American Airlines,Convair CV-240-0,N94229,23,23,0,0,0,0,0,0,0,Buffalo,Newark,-78.878392,42.886717,-74.172367,40.735657
1180,1/07/1953,-122.010699,47.497419,San Francisco - Seattle,Flying Tiger Line,Douglas C-54B-10-DO,N86574,7,7,0,0,0,0,0,0,0,San Francisco,Seattle,-122.419236,37.779281,-122.330062,47.603832
1181,02/16/1952,13.29015,37.59944,Nice - Malta,Hunting Air Travel,Vickers 614 Viking 1,G-AHPI,31,31,0,0,0,0,0,0,0,Nice,Malta,7.268391,43.700936,14.447691,35.888599
1184,02/28/1952,-48.27722,-18.91861,Rio de Janeiro - Guiana,Panair do Brasil,Douglas DC-3A,PP-PCN,8,8,0,0,0,0,0,0,1,Rio de Janeiro,Guiana,-42.419415,-22.275276,-6.602733,42.441808
1185,3/03/1952,7.26608,43.70313,Nice - Paris,Air France,SNCASE Languedoc,F-BCUM,38,38,0,0,0,0,0,0,0,Nice,Paris,7.268391,43.700936,2.351499,48.85661
1188,03/22/1952,-64.48194,48.83341,St. Johns - Goose Bay,Maritime Central Airways,Douglas C-47-DL,CF-BXZ,4,4,0,0,0,0,0,0,0,St. Johns,Goose Bay,-81.414547,29.903228,-75.846344,44.36672
1189,03/22/1952,8.67185,50.11035,Rome - Frankfort,KLM Royal Dutch Airlines,Douglas DC-6,PH-TPJ,47,44,1,0,0,0,0,0,0,Rome,Frankfort,12.485338,41.894802,-84.873284,38.200906
1195,4/09/1952,139.75309,35.68536,Tokyo - Osaka,Japan Air Lines,Martin 202,N93043,37,37,1,0,0,0,0,0,0,Tokyo,Osaka,139.404903,34.696864,135.501887,34.704365
1197,4/11/1952,-66.10572,18.46633,San Juan - New York City,Pan American World Airways,Douglas DC-4,N88899,69,52,0,0,1,0,0,0,0,San Juan,New York City,-66.05344,18.384239,-73.986614,40.730646
1198,04/18/1952,-118.0441,34.004311,"Kansas City, MO - Phoenix - Burbank",North Continental Airlines (Robin Airlines),Curtiss C-46F-1CU,N8404C,29,29,1,1,0,0,0,0,1,"Kansas City, MO",Burbank,-94.578142,39.100105,-118.325855,34.181648
1199,12/15/1953,-88.5957309,15.738863,"Brownsville, TX - Guatemala City",Aviateca,Curtiss C-46D,TG-AQA,2,2,0,0,0,0,0,0,0,"Brownsville, TX",Guatemala City,-97.489086,25.914026,-90.513224,14.641789
1200,04/29/1952,-47.46944,-7.33278,Rio de Janeiro - New York City,Pan American World Airways,Boeing 377-10-26 Stratocruiser,N1039V,50,50,0,0,0,0,0,0,0,Rio de Janeiro,New York City,-42.419415,-22.275276,-73.986614,40.730646
1201,04/30/1952,77.22897,28.65381,Madras - Delhi,Deccan Airways,Douglas DC-3,VT-AUN,9,9,0,0,0,0,0,0,0,Madras,Delhi,-121.129487,44.633454,77.221939,28.651718
1202,5/05/1952,9.60897,59.20962,"Amsterdam, Netherlands - Jarsberg, Norway",Fred Olsen Flyveselskap,Douglas C-47A,LN-NAD,29,11,0,0,0,0,0,0,0,"Amsterdam, Netherlands","Jarsberg, Norway",4.897976,52.37454,-100.445882,39.78373
1204,05/13/1952,-46.63611,-23.5475,Sao Paulo - Bauru,VASP,Douglas DC-3,PP-SPM,22,5,0,0,0,0,0,1,1,Sao Paulo,Bauru,-49.023235,-21.954981,-49.070586,-22.32181
1206,05/26/1952,-13.04986,20.51686,Tripoli - Kano,British Overseas Airways,Handley Page HP-81 Hermes IV,G-ALDN,18,1,0,0,0,0,0,0,0,Tripoli,Kano,13.177792,32.896672,8.530365,11.991867
1210,07/27/1952,-43.2075,-22.90278,Rio de Janeiro - Buenos Aires,Pan American World Airways,Boeing 377 Stratocruiser,N1030V,27,1,0,0,0,0,0,0,0,Rio de Janeiro,Buenos Aires,-42.419415,-22.275276,-58.437076,-34.607562
1211,8/12/1952,-49.92583,-16.805,Rio Verde - Goiania,Transportes Areos Nacionales,Douglas DC-3,PP-ANH,24,24,0,0,0,0,0,0,0,Rio Verde,Goiania,-50.919122,-17.792125,-49.253269,-16.680882
1212,08/21/1952,12.51077,38.01584,Blackbushe - Malta - Khartoum,Airwork,Handley Page HP-81 Hermes 4A,G-ALDF,57,7,0,0,0,1,0,0,0,Blackbushe,Khartoum,0.178045,51.877156,32.53565,15.593325
1213,08/26/1952,70,30,Khewra - Peshawar,Military - Pakistan Air Force,Bristol 170 Freighter,G783,18,18,0,0,0,0,0,0,0,Khewra,Peshawar,-100.445882,39.78373,71.578746,34.012385
1214,08/29/1952,32.66347,13.1629,Juba - Wadi Halfa,Phoenix Airlines,Douglas DC-2-115B,ZS-DFW,4,2,0,0,0,0,0,0,1,Juba,Wadi Halfa,31.595166,4.847202,31.350737,21.8005
1220,10/14/1952,-36.21667,-8.83333,Sao Paulo - Porto Alegre,REAL,Douglas DC-3,PP-AXJ,28,14,0,0,0,0,0,0,0,Sao Paulo,Porto Alegre,-49.023235,-21.954981,-51.230377,-30.0325
1223,11/06/1952,19,15,Fort Lamy - Beirut,Union Aeromaritime de Transport,Douglas C-54B-1-DC,F-BFVO,6,5,0,0,0,1,0,0,0,Fort Lamy,Beirut,15.050276,12.119154,35.47843,33.89592
1224,11/07/1952,-149.122222,63.331389,Elmendorf AFB - Big Delta,Military - U.S. Air Force,Fairchild C-119C,51-2560A,19,19,0,0,0,0,0,0,0,Elmendorf AFB,Big Delta,-149.798988,61.277375,-145.84249,64.152899
1226,11/15/1952,-149.855702,61.220018,Elemndorf AFB - Kodiak NAS,Military - U.S. Air Force,Fairchild C-119C,51-2570,20,20,0,0,0,0,0,0,0,Elemndorf AFB,Kodiak NAS,-100.445882,39.78373,-100.445882,39.78373
1227,11/17/1952,-109.75102,47.00025,"Great Falls - Denver, Colorado",Military - U.S. Air Force,Fairchild C-119C-23-FA Flying Boxcar,,16,9,0,0,0,0,0,0,0,Great Falls,"Denver, Colorado",-111.291891,47.504885,-104.984703,39.739154
1230,12/06/1952,23.32415,42.69751,Sofia - Varna,TABSO,Lisunov Li-2,,18,18,0,0,0,0,0,0,0,Sofia,Varna,23.322179,42.697863,27.915086,43.206903
1231,12/06/1952,-64.6787,32.36404,Madrid - Azores - Bermuda - Havana,Cubana de Aviacion,Douglas DC-4,CU-T397,41,37,0,0,0,1,0,0,0,Madrid,Havana,-3.703582,40.416705,-82.365867,23.138028
1235,12/25/1952,51.42151,35.69439,Abadan - Tehran,Iran Air,Douglas DC-3,EP-ACJ,29,27,0,0,0,0,0,0,0,Abadan,Tehran,48.259148,30.36361,51.401379,35.700618
1237,1/05/1953,-5.93333,54.58333,Northolt - Belfast,British European Airways,Vickers Viking 610-1B,G-AJDL,35,27,0,0,0,0,0,0,1,Northolt,Belfast,-0.369565,51.546594,-5.930099,54.596987
1239,1/07/1953,-111.441977,42.039684,Boeing Field - Cheyenne,Associated Air Transport,Curtiss C-46,N1648M,40,40,1,0,0,0,0,0,1,Boeing Field,Cheyenne,-122.300642,47.529512,-104.820246,41.139981
1241,01/26/1953,9.20306,39.30222,Cagliari - Rome,Linee Aeree Italiane,Douglas DC-3,I-LAIL,19,19,0,0,0,0,0,0,0,Cagliari,Rome,9.112851,39.216953,12.485338,41.894802
1242,2/02/1953,-56,52,"Lajes, Azores - Gander",Lancashire Aircraft Corporation (Skyways),Avro 685 York 1,G-AHFA,39,39,0,0,0,0,0,0,0,"Lajes, Azores",Gander,-27.103177,38.766931,-54.611664,48.954974
1246,02/14/1953,-88.103184,30.701142,Miami - Orlando - New Orleans,National Airlines,Douglas DC-6,N90893,46,46,1,0,0,0,0,0,0,Miami,New Orleans,-80.193659,25.774266,-90.070116,29.949932
1247,3/03/1953,67.0822,24.9056,Karachi - Rangoon,Canadian PacifiAir Lines,de Havilland DH106 Comet 1A,CF-CUN,11,11,0,0,1,0,0,0,1,Karachi,Rangoon,67.031129,24.86678,96.160992,16.796713
1248,3/04/1953,-72.535365,41.890931,"New York, NY - Winsor Locks, CT",Slick Airways,Curtiss C-46F,N4717N,2,2,0,0,0,0,0,0,1,"New York, NY","Winsor Locks, CT",-73.986614,40.730646,-77.506217,38.994614
1249,03/14/1953,77,20,Delhi - Dacca,Orient Airways,Convair CV-240-7,AP-AEG,16,16,1,0,0,0,0,0,0,Delhi,Dacca,77.221939,28.651718,-52.320537,4.737428
1250,03/17/1953,108.22083,16.06778,Hue - Da Nang,Aigle Azur,Douglas DC-3,F-BEFG,8,8,1,0,0,0,0,0,0,Hue,Da Nang,107.577761,16.469091,108.21194,16.067981
1251,03/18/1953,-53.73139,48.1332,Azores - Rapid City AFB,Military - U.S. Air Force,Convair RB-36H,51-13721A,23,23,0,0,0,0,0,0,0,Azores,Rapid City AFB,-28.030992,37.25778,-100.445882,39.78373
1252,03/20/1953,-118.779045,34.151812,Roswell - Oakland - Guam,Transocean Air Lines,Douglas DC-4  (C-54-10-DO),N88942,35,35,0,0,0,0,0,0,0,Roswell,Guam,-104.522952,33.394328,144.733626,13.444138
1254,03/29/1953,35,-6,Nairobi - Dar-es-Salaam,Central African Airways,Vickers 616 Viking 1B,VP-YEY,13,13,0,0,0,0,0,0,0,Nairobi,Dar-es-Salaam,36.817245,-1.283253,39.280358,-6.816084
1258,04/14/1953,-121.86844,47.37566,Spokane - Ellenburgh,Miami Airlines,Douglas DC-3 (C-47-DL),N65743,25,7,0,0,0,0,1,0,0,Spokane,Ellenburgh,-117.421226,47.657943,-100.445882,39.78373
1259,04/16/1953,105.84117,21.0245,Hanoi - Na San,Aigle Azur,Douglas DC-3,F-BESS,30,30,0,0,0,0,0,0,0,Hanoi,Na San,105.85247,21.02921,105.553,24.4348
1260,04/20/1953,-122.469886,37.736112,Los Angeles - San Francisco - Oakland,Western Airlines,Douglas DC-6B,N91303,10,8,0,0,1,0,0,0,1,Los Angeles,Oakland,-118.244476,34.054935,-122.271356,37.804456
1261,5/02/1953,88,24,Calcutta - Delhi,British Overseas Airways,de Havilland DH106 Comet 1,G-ALYV,43,43,1,0,1,0,0,0,0,Calcutta,Delhi,-80.576459,40.673397,77.221939,28.651718
1263,5/09/1953,77.22445,28.63576,Delh - Ahmedabad - Bombay,Air India,Douglas DC-3,VT-AUD,18,18,0,0,0,0,0,0,1,Delh,Bombay,-100.445882,39.78373,0.990497,45.039757
1264,5/11/1953,-130.32012,54.31614,"Sandpit, BC - Prince Rupert, BC",Canadian PacifiAir Lines,Consolidated PBY-5A Catalina,CF-CRV,19,2,0,0,0,0,0,0,0,"Sandpit, BC","Prince Rupert, BC",-117.722708,49.119271,-130.32549,54.312657
1265,05/17/1953,-94.406228,32.538112,Dallas - Shreveport,Delta Air Lines,Douglas DC-3,N28345,20,19,1,0,0,0,0,0,0,Dallas,Shreveport,-96.796856,32.776272,-93.765194,32.522183
1266,05/25/1953,4.88969,52.37403,Amsterdam - Paris,KLM Royal Dutch Airlines,Convair CV-240-4,PH-TEI,34,0,0,0,0,0,0,0,0,Amsterdam,Paris,4.897976,52.37454,2.351499,48.85661
1268,06/15/1953,-84,10,Palmar Sur - San Isidoro,LACSA,Douglas DC-3,TI-1002,14,11,1,0,0,0,0,0,0,Palmar Sur,San Isidoro,-83.46684,8.950872,13.107903,43.413846
1269,06/16/1953,105,35,Vientiane - Saigon,Aigle Azur,Douglas DC-3,F-BEST,34,34,0,0,1,0,0,0,0,Vientiane,Saigon,102.613371,17.964099,109.408192,-0.085896
1271,06/18/1953,139.69171,35.6895,Tachikawa AB - Kimpo AB,Military - U.S. Air Force,Douglas C-124A Globemaster II,51-137A,129,129,0,0,0,0,0,0,0,Tachikawa AB,Kimpo AB,-100.445882,39.78373,-100.445882,39.78373
1272,7/12/1953,166.601,19.31,Wake Island - Honolulu - Oakland,Transocean Air Lines,Douglas DC-6A,N90806,58,58,0,0,0,0,0,0,0,Wake Island,Oakland,166.649264,19.289825,-122.271356,37.804456
1273,07/17/1953,-86.985834,30.792885,Whitting NAS - Norfolk NB,Military - U.S. Navy,Fairchild R4Q-2,131663,46,44,0,0,0,0,0,0,0,Whitting NAS,Norfolk NB,-100.445882,39.78373,-66.64337,45.930947
1276,8/03/1953,34.91155,39.05901,Rome - Beirut,Air France,Lockheed L- 749A Constellation,F-BAZS,42,4,0,0,0,0,0,0,0,Rome,Beirut,12.485338,41.894802,35.47843,33.89592
1277,8/03/1953,55.41206,25.33737,Sharjah - Bahrain,Orient Airways,Douglas DC-3,AP-AAD,25,1,0,0,0,0,0,0,0,Sharjah,Bahrain,55.389532,25.358543,50.534461,26.155125
1280,9/01/1953,6.65179,44.38691,Paris - Nice - Hong Kong,Air France,Lockheed 749A Constellation,F-BAZZ,42,42,0,0,0,0,0,0,1,Paris,Hong Kong,2.351499,48.85661,114.184916,22.350627
1281,9/01/1953,-122.656235,46.845101,"Monterey, CA - Tacoma, WA",Regina Cargo Airlines,Douglas DC-3,N19941,21,21,0,0,0,0,0,0,1,"Monterey, CA","Tacoma, WA",-97.141462,49.885257,-122.439875,47.24958
1282,9/08/1953,-88.5,14.2,San Pedro - San Andres,TACA,Douglas C-47A,XH-TAR,3,3,0,0,0,0,0,0,1,San Pedro,San Andres,-56.71375,-24.160279,121.963037,12.593293
1283,09/14/1953,-89.57754,21.09628,Campeche - Mérida,Transportes Aéreos Mexicanos,Douglas C-47A,XA-GIC,2,1,0,0,0,0,0,0,0,Campeche,Mérida,-89.943982,19.329021,-100.445882,39.78373
1284,09/16/1953,-73.970812,42.614852,Boston - Hartford - Albany - Chicago,American Airlines,Convair CV-240-0,N94255,28,28,1,0,0,0,0,0,1,Boston,Chicago,-71.058291,42.360253,-87.624421,41.875555
1285,09/25/1953,32.85427,39.91987,Ankara - Van,Devlet Hava Yollari,Douglas DC-3,TC-EGE,21,5,0,0,0,0,0,0,0,Ankara,Van,32.853793,39.921522,43.374257,38.508433
1286,09/28/1953,-85.676819,38.188962,Philadelphia - Louisville,Resort Airlines,Curtiss C-46F-1-CU,N66534,41,25,0,0,0,0,1,0,0,Philadelphia,Louisville,-75.16359,39.952399,-85.759407,38.254238
1287,10/14/1953,8.67185,50.11035,Frankfurt - Brussels,Sabena,Convair CV-240-12,OO-AWQ,44,44,0,0,0,0,0,0,0,Frankfurt,Brussels,8.682092,50.110644,4.351697,50.846557
1289,10/19/1953,-100.31846,25.67506,Monterrey - Falcon Dam,Aerovias Contreras,Douglas C-46A-CU ( DC-3),XA-GOT,21,21,0,0,0,0,0,0,0,Monterrey,Falcon Dam,-100.293102,25.639784,-99.164755,26.558944
1290,10/19/1953,-74.010241,40.702898,New York City - San Juan,Eastern Air Lines,Lockheed 749A Constellation,N119A,27,2,1,0,0,0,0,0,0,New York City,San Juan,-73.986614,40.730646,-66.05344,18.384239
1291,10/29/1953,-117.885359,35.187133,Sydney - Honolulu - San Francisco,British Commonwealth PacifiAirlines,Douglas DC-6,VH-BPE,19,19,1,0,0,0,0,0,1,Sydney,San Francisco,151.216454,-33.854816,-122.419236,37.779281
1292,11/03/1953,-65.75306,-19.58361,Camiri - Suere,Lloyd Aereo Boliviano,Douglas DC-3,CP-600,28,28,0,0,0,0,0,0,0,Camiri,Suere,-63.520351,-20.039068,0.3976,48.36892
1294,12/04/1953,-3.58237,41.13269,Bilbao - Madrid,Aviaco,Bristol 170 Freighter 21,EC-AEG,33,23,1,0,0,0,0,0,0,Bilbao,Madrid,-2.934946,43.262949,-3.703582,40.416705
1299,1/05/1954,26.68556,40.34417,Bandirma - Canakkale,Devlet Hava Yollari,Douglas DC-3,TC-BAG,10,4,0,0,0,0,0,0,0,Bandirma,Canakkale,27.97335,40.348984,26.414887,40.150081
1300,1/06/1954,-0.6015429,51.8022069,Bovingdon AF - Thorney Island,Military -Royal Air Force,Vickers Valetta,WJ474,17,16,0,0,0,0,0,0,0,Bovingdon AF,Thorney Island,-100.445882,39.78373,-0.923393,50.818108
1301,1/10/1954,10.27788,42.77663,Rome - London,British Overseas Airways,de Havilland DH106 Comet 1,G-ALYP,35,35,0,0,1,0,0,0,0,Rome,London,12.485338,41.894802,-0.127647,51.507322
1302,1/11/1954,-75.51738,5.06889,Medellin - Armenia,AVIANCA,Douglas DC-3,HK-160,21,21,0,0,0,0,0,0,0,Medellin,Armenia,123.962155,11.127663,44.673665,40.769627
1305,01/14/1954,14.42076,50.08804,Praha - Moravska - Ostrava,Ceskoslovenske Aerolinie,Douglas DC-3 (C-47A-DK),OK-WDS,15,15,0,0,0,0,0,0,0,Praha,Ostrava,14.421254,50.087465,18.282008,49.834914
1307,2/01/1954,141.3466,43.06451,Misawa - Chitose,Military - U.S. Air Force,Curtiss-Wright C46D-CU,44-78027A,35,35,0,0,1,0,0,0,0,Misawa,Chitose,141.382853,40.749977,141.50959,42.794093
1311,02/26/1954,-104.752871,41.150047,Salt Lake City - Cedar City - Rapid City,Western Airlines,Convair CV-240,N8407H,9,9,1,0,0,0,0,0,0,Salt Lake City,Rapid City,-111.890431,40.767013,-103.228006,44.081176
1312,3/04/1954,7.18851,43.90981,"Tripoli, Libya - Hahn, W Germany",Military - U.S. Air Force,Douglas C-47A-DL,42-24096A,20,20,1,0,0,0,0,0,0,"Tripoli, Libya","Hahn, W Germany",13.177792,32.896672,7.90844,50.625686
1313,03/13/1954,103.8,1.36667,Australia - London,British Overseas Airways,Lockheed 749A-79-33 Constellation,G-ALAM,40,33,0,0,0,0,0,0,1,Australia,London,134.755,-24.776109,-0.127647,51.507322
1315,03/19/1954,-76.645735,38.802263,"Oklahoma - Long Island, NY",Military - U.S. Air Force,Fairchild C-110F,51-7993,18,18,0,0,0,0,0,0,0,Oklahoma,"Long Island, NY",-97.268406,34.955082,-73.099228,40.851782
1316,03/26/1954,-100.31846,25.67506,Mazatlan - Monterey,Aeronaves de Mexico,Douglas DC-3,XA-GUN,18,18,0,0,0,0,0,0,0,Mazatlan,Monterey,-117.047855,32.353034,-121.894639,36.600256
1317,4/03/1954,35.32889,37.00167,Adana - Istanbul,Devlet Hava Yollari,Douglas DC-3,TC-ARK,25,25,0,0,0,0,0,0,0,Adana,Istanbul,35.326122,37.003277,28.965165,41.009633
1319,4/08/1954,15.21667,38.78333,Rome - Cairo,British Overseas Airways,de Havilland DH106 Comet 1,G-ALYY,21,21,0,0,1,0,0,0,0,Rome,Cairo,12.485338,41.894802,31.243666,30.048819
1323,04/23/1954,-67.36667,-29.95,Mendoza - Cordoba,Aerolineas Argentinas,Douglas DC-3,LV-ACX,25,25,0,0,0,1,0,0,0,Mendoza,Cordoba,-68.547997,-34.870072,-74.122301,11.019387
1325,05/22/1954,175.01667,-40.91667,Churchchrist - Paraparaumu,New Zealand National Airways,Douglas DC-3,ZK-AQT,28,3,0,0,0,0,0,0,0,Churchchrist,Paraparaumu,-100.445882,39.78373,175.006196,-40.914464
1326,05/31/1954,-55,-10,Governador Valadares - Belo Horizonte,Transportes Aereos Nacionales,Douglas DC-3,PP-ANO,19,19,0,1,0,0,0,0,0,Governador Valadares,Belo Horizonte,-41.945875,-18.85395,-43.945095,-19.922732
1327,6/03/1954,15.64667,46.55472,"Blackbushe, UK - Beogard, Serbia",Sabena,Douglas C-47A,OO-CBY,4,1,0,0,0,0,0,0,0,"Blackbushe, UK","Beogard, Serbia",0.178045,51.877156,-100.445882,39.78373
1328,6/04/1954,-46.63611,-23.5475,Sao Paulo - Porto Alegre,Varig,Curtiss C-46A,PP-VBZ,3,3,0,0,0,0,0,0,0,Sao Paulo,Porto Alegre,-49.023235,-21.954981,-51.230377,-30.0325
1330,06/19/1954,1.18333,51.08333,Geneva - London,Swissair,Convair CV-240-4,HB-IRW,9,3,0,0,0,0,0,0,0,Geneva,London,6.146601,46.201756,-0.127647,51.507322
1332,07/23/1954,109.5,19,Singapore - Hong Kong - Bangkok,Cathay PacifiAirways,Douglas DC-4,VR-HEU,18,10,0,0,1,0,0,0,0,Singapore,Bangkok,103.852036,1.290475,100.493087,13.754253
1333,8/08/1954,-155.5712,62.945716,McGrath - Colorado Creek,Alaska Airlines,Douglas DC-2,N91008,2,2,0,0,0,0,0,0,0,McGrath,Colorado Creek,-155.595833,62.956389,-106.550657,40.458532
1334,8/09/1954,-27.21667,38.71667,"Lajes, Azores - Bermuda",AVIANCA,Lockheed 749A-79 Constellation,HK-163,30,30,0,1,0,0,0,0,1,"Lajes, Azores",Bermuda,-27.103177,38.766931,-64.760358,32.301822
1335,8/12/1954,107.83333,16.16667,Saigan - Hanoi,Autrex,Douglas DC-3,F-BSGS,3,3,0,0,0,0,0,0,0,Saigan,Hanoi,67.679558,35.183133,105.85247,21.02921
1336,08/16/1954,105.79898,15.12022,Red River delta - Saigon,Air Vietnam (South Vietnam),Bristol 170 Freighter 21E,F-VNAI,55,47,0,0,0,0,0,0,0,Red River delta,Saigon,106.450467,20.634057,109.408192,-0.085896
1337,08/22/1954,-94.784375,41.229493,Memphis - Minneapolis,Braniff Airlines,Douglas DC-3,N61451,19,12,1,0,0,0,0,0,0,Memphis,Minneapolis,-90.051628,35.149022,-93.265469,44.9773
1338,08/23/1954,-72.41425,40.93288,Shannon - Amsterdam,KLM Royal Dutch Airlines,Douglas DC-6B,PH-DFO,21,21,0,0,0,0,0,0,0,Shannon,Amsterdam,-8.882549,52.711157,4.897976,52.37454
1341,9/05/1954,-9.11028,52.61139,Shannon - New York City,KLM Royal Dutch Airlines,Lockheed 1049C-55-81 S Constellation,PH-LKY,56,28,0,0,0,0,0,0,0,Shannon,New York City,-8.882549,52.711157,-73.986614,40.730646
1345,10/30/1954,-76.906918,38.888446,"Patuxent River NAS - Kenitra, Morocco",Military - U.S. Navy,Lockheed R7V-1,128441,42,42,0,0,0,0,0,0,0,Patuxent River NAS,"Kenitra, Morocco",-76.427445,38.279365,-6.570169,34.26457
1346,10/30/1954,-76.999164,38.724771,"New Jersey - Azores - Port Lyautey, Moroco",Military - U. S. Navy,Lockheed R-7V1,128441,42,42,0,0,0,1,0,0,0,New Jersey,"Port Lyautey, Moroco",-74.404162,40.075738,-6.570169,34.26457
1348,11/16/1954,-76.25668,-10.66748,Pucallpa - Lima,TAM (Brazil),Douglas DC-3,FAP-403,24,24,0,0,0,0,0,0,0,Pucallpa,Lima,-74.538751,-8.382074,-77.036526,-12.062106
1349,11/30/1954,-71.194226,44.512344,"Laconia, NH - Berlin, NH",Northeast Airlines,Douglas DC-3,N17891,7,2,0,0,0,0,0,0,0,"Laconia, NH","Berlin, NH",-71.470351,43.527855,-71.185226,44.469071
1350,12/04/1954,105,18,Luang Prabang - Nam Tha,Air Laos,Douglas DC-3,F-BEIA,28,28,0,0,0,0,0,0,0,Luang Prabang,Nam Tha,102.135898,19.888744,101.407666,20.93932
1353,12/18/1954,-74.005973,40.714269,Rome - New York City,Linee Aeree Italiane,Douglas DC-6B,I-LINE,32,26,0,0,0,0,0,0,1,Rome,New York City,12.485338,41.894802,-73.986614,40.730646
1354,12/22/1954,-79.950968,40.47441,Newark - Tacoma,Johnson Flying Service,Douglas DC-3,N24320,28,10,0,0,0,0,0,0,0,Newark,Tacoma,-74.172367,40.735657,-122.439875,47.24958
1355,12/25/1954,-3.0884177,58.4384988,London - Glasgow,British Overseas Airways,Boeing B377-10-28 Stratocruiser,G-ALSA,36,28,0,0,0,0,0,0,1,London,Glasgow,-0.127647,51.507322,-4.243582,55.856656
1357,12/31/1954,104.29639,52.29778,Peking -  Irkutsk - Cyprus,Aeroflot,Ilyushin 14,,17,17,0,0,0,0,0,0,0,Peking,Cyprus,116.391248,39.905963,33.145129,34.982302
1359,1/12/1955,-84.552239,38.469567,Cincinnati - Cleveland,Trans World Airlines / Castleton Inc.,Martin 202A / DC-3,N93211/N999B,15,15,0,0,0,0,0,0,0,Cincinnati,Cleveland,-84.51246,39.101454,-81.693445,41.505161
1360,01/19/1955,-93.582732,42.651566,Newark - Des Moines - Lincoln,United Air Lines,Convair CV-340,N73154,39,0,0,0,0,0,0,0,0,Newark,Lincoln,-74.172367,40.735657,-96.667821,40.8
1362,2/02/1955,79.1,21.15,Nagpur - Delhi,Indian Airlines,Douglas DC-3,VT-CVB,10,10,0,0,0,0,0,0,0,Nagpur,Delhi,79.082056,21.149813,77.221939,28.651718
1363,2/05/1955,8.322,4.9517,Enugu - Calabar,West African Airways,Bristol 170 Freighter 21E,VR-NAD,13,13,0,0,0,0,0,0,0,Enugu,Calabar,7.500001,6.449983,8.33736,4.9796
1364,02/13/1955,12.4839,41.89474,Brussels - Rome,Sabena,Douglas DC-6,OO-SDB,29,29,0,0,0,0,0,0,0,Brussels,Rome,4.351697,50.846557,12.485338,41.894802
1365,02/19/1955,-106.651137,35.084491,Albuquerque - Sante Fe,Trans World Airlines,Martin 404,N40416,16,16,0,0,0,1,0,0,0,Albuquerque,Sante Fe,-106.650985,35.084103,-82.756261,21.748694
1366,02/23/1955,31.05337,-17.82772,Salisbury - Lusaka,Central African Airways,Douglas DC-3,VP-YKO,26,1,0,0,0,0,0,1,0,Salisbury,Lusaka,-1.795118,51.073661,28.281381,-15.416697
1368,3/08/1955,-104.78782,20.52576,Puerto Vallarta - Guadalajara,Mexicana,Douglas DC-3,XA-DIK,26,26,0,0,0,0,0,0,0,Puerto Vallarta,Guadalajara,-105.181524,20.698208,-2.50593,40.739996
1369,3/09/1955,-76.31945,4.21217,Condoto - Cali,AVIANCA,Douglas C-47A,HK-328,8,8,0,0,0,0,0,0,0,Condoto,Cali,-76.511484,5.09568,-76.511305,3.431933
