id,Date,Longitude,Latitude,Route,Operator,Type,Registration,Aboard,Fatalities,weather,terrain,sabotage,unknown,mechanical,human,pilot,flt_src,flt_dest,src_lon,src_lat,dest_lon,dest_lat
57,9/06/1921,2.3488,48.85341,Varsovie - Strasbourg - Paris,Franco-Roumaine,Potez IX,F-ADCD,5,5,0,0,0,1,0,0,0,Varsovie,Paris,21.006727,52.231924,2.351499,48.85661
81,12/23/1923,20,35,Toulon - Algiers,Military - French Navy,Zeppelin Dixmunde (airship),L-72,52,52,1,0,0,0,0,0,0,Toulon,Algiers,5.930492,43.125731,3.060065,36.775348
84,04/24/1924,-1,50,"Lympne, England - Rotterdam, The Netherlands",KLM Royal Dutch Airlines,Fokker F.III,H-NABS,3,3,0,0,0,1,0,0,0,"Lympne, England","Rotterdam, The Netherlands",1.027252,51.075782,4.488623,51.927798
97,9/03/1925,-81.483049,39.744446,"Lakehurst, NJ - S.t Louis, MO",Military - U.S. Navy,Dirigible ZR-1 Shenandoah (airship),ZR-1,43,14,1,0,0,0,0,0,0,"Lakehurst, NJ","S.t Louis, MO",-74.311257,40.014561,-100.445882,39.78373
103,7/03/1926,14.46672,50.08292,Paris - Prague,Compagnie Internationale de Navigation Aérienne,Caudron C-61,F-AFBT,7,7,0,0,0,1,0,0,0,Paris,Prague,2.351499,48.85661,14.421254,50.087465
107,09/26/1926,-74.005973,40.714269,New York - Paris,,Sikorsky S-25,,5,2,0,0,0,0,0,1,0,New York,Paris,-73.986614,40.730646,2.351499,48.85661
120,08/22/1927,0.1914386,51.2719654,Croydon - Schiphol,KLM Royal Dutch Airlines,Fokker F-VIII,,11,1,0,0,0,0,1,0,0,Croydon,Schiphol,-0.101957,51.371305,4.73976,52.325478
124,09/23/1927,11.81024,50.57866,Berlin - Munich,Deutsche Lufthansa,Dornier Merkur,D-585,6,6,0,0,0,0,1,0,0,Berlin,Munich,13.38886,52.517037,11.575382,48.137108
133,1/08/1928,-74.005973,40.714269,Minola - Albany - Buffalo,Colonial Western Airlines,Fairchild FC-2,,3,3,1,0,0,0,0,0,0,Minola,Buffalo,-93.273774,44.963693,-78.878392,42.886717
147,06/22/1928,-95.85304,38.41668,Chicago - Dallas,National Air Transport,Douglas M-4,,1,1,1,0,0,0,0,0,0,Chicago,Dallas,-87.624421,41.875555,-96.796856,32.776272
151,08/25/1928,-122.91932,49.13296,Victoria - Seattle,British Columbia Airways,Ford 4-AT-B Tri Motor,G-CATX,7,7,1,0,0,0,0,0,0,Victoria,Seattle,144.678005,-36.59861,-122.330062,47.603832
160,11/24/1928,-84.74801,41.44866,Cleveland - Chicago,Universal Airlines,Hamilton H-47,,3,3,1,0,0,0,0,0,0,Cleveland,Chicago,-81.693445,41.505161,-87.624421,41.875555
162,11/25/1928,-84.74801,41.44866,Cleveland - Louisville,Continental Air Lines,Travel Air 4000,,3,3,1,0,0,0,0,0,0,Cleveland,Louisville,-81.693445,41.505161,-85.759407,38.254238
163,12/01/1928,-100.85569,33.47648,San Antonio - Amarillo - Tulsa - Denver,Sunbeam Air Transport Co.,Ford 4-AT-B Tri Motor,NC7862,5,5,1,0,0,0,0,0,0,San Antonio,Denver,-98.49514,29.4246,-104.984703,39.739154
167,12/20/1928,-82.538619,41.375658,Cleveland - Chicago,National Air Transport,Douglas M-4,,1,1,1,0,0,0,0,0,0,Cleveland,Chicago,-81.693445,41.505161,-87.624421,41.875555
176,03/30/1929,-116.954753,33.92703,Los Angeles - Phoenix - El Paso,New Standard Airlines,Fokker F-VIIA,NC7888,4,4,1,0,0,0,0,0,0,Los Angeles,El Paso,-118.244476,34.054935,-106.501349,31.811131
177,04/21/1929,-117.170912,32.724103,San Diego - Phoenix,Maddux Airlines / Military - U.S.Army Air Force,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,6,6,0,0,0,0,0,0,1,San Diego,Phoenix,-117.162771,32.717421,-112.077346,33.448587
180,6/10/1929,-75.82194,20.02472,Santiago de Cuba - Havana,Pan American Airways,Fokker F-X,NC9700,5,2,0,1,0,0,0,0,0,Santiago de Cuba,Havana,-75.828995,20.028893,-82.365867,23.138028
183,06/24/1929,-92.612251,46.86163,St. Paul - Minneapolis,Northwest Orient Airlines,Ford 5-AT-B Tri-Motor,NC7416,8,1,0,0,0,0,1,0,0,St. Paul,Minneapolis,-93.101503,44.950404,-93.265469,44.9773
191,9/03/1929,-103.231849,34.431444,Albuquerque - Los Angeles,Trans Continental Air Transport,Ford 5-AT-B Tri Motor,NC9649,8,8,1,0,0,0,0,0,0,Albuquerque,Los Angeles,-106.650985,35.084103,-118.244476,34.054935
192,9/06/1929,57.77552,25.64534,"London, England - India",Imperial Airways,de Havilland DH-66 Hercules,G-EBMZ,5,3,0,0,0,1,0,0,0,"London, England",India,-0.127647,51.507322,78.667743,22.351115
194,09/17/1929,-116.18974,32.61756,Tijuana - Nogales,Pickwick Airways,Fairchild 71,,2,1,1,0,0,0,0,0,0,Tijuana,Nogales,-116.964166,32.500863,-97.201728,18.834628
197,10/29/1929,-81.417897,39.847294,Cleveland - Louisville,Continental Air Lines,Stearman C-38,,1,1,0,0,0,0,0,0,0,Cleveland,Louisville,-81.693445,41.505161,-85.759407,38.254238
199,11/04/1929,-97.28887,20.40378,Mexico City - Juarez,Corp. Aeronautica de Transportes,Lockheed Vega 5,NC46M,4,4,1,0,0,0,0,0,0,Mexico City,Juarez,-99.133342,19.432601,-103.735771,19.221262
200,11/06/1929,-0.3756192,51.2316107,Amsterdam - Croyden,Deutsche Lufthansa,Junkers G-24,D-903,8,7,1,0,0,0,0,0,0,Amsterdam,Croyden,4.897976,52.37454,-100.445882,39.78373
209,01/19/1930,-116.846046,33.016928,"Aqua Caliente, Mexico - Los Angeles",Maddux Airlines,Ford 5-AT-C Tri Motor,NC9689,16,16,1,1,0,0,0,0,1,"Aqua Caliente, Mexico",Los Angeles,-100.445882,39.78373,-118.244476,34.054935
211,01/27/1930,-94.630384,39.103053,"Wichita - Kansas City, KS",Central  Airlines,Travel Air A6000A,,5,5,0,0,0,0,0,0,0,Wichita,"Kansas City, KS",-97.337545,37.692236,-94.749525,39.11468
212,2/03/1930,-72.763564,41.78516,"Newark, NJ - Hartford, CT",Colonial Air Transport,Pitcairn PA-6 Mailwing,,1,1,0,0,0,0,0,0,0,"Newark, NJ","Hartford, CT",-74.172367,40.735657,-72.690867,41.764549
214,04/18/1930,-74.075485,40.73276,"Albany, NY - Jersey City, NJ",Canadian Colonial Airways,Fairchild 71,,4,4,1,0,0,0,0,0,0,"Albany, NY","Jersey City, NJ",-73.754968,42.651167,-74.077642,40.728158
217,7/07/1930,14.91394,55.12551,Stettin - Norway,Deutsche Lufthansa,Dornier Wal,D-864,8,5,0,0,0,0,0,0,0,Stettin,Norway,14.550962,53.430182,9.099972,60.500021
219,08/22/1930,15.59124,49.3961,Prague - Brun -  Pressburg,Ceskoslovenske Aerolinie,Ford 5-AT-C Tri Motor,OK-FOR,11,10,1,0,0,0,0,0,0,Prague,Pressburg,14.421254,50.087465,17.159744,48.135909
221,09/25/1930,-106.00099,54.0001,Calgary - Moosejaw,Western Canada Airways,,,3,3,1,0,0,0,0,0,0,Calgary,Moosejaw,-114.062589,51.053423,-87.664246,41.921129
222,10/05/1930,2.08333,49.43333,"Cardington, England - Karachi, Pakistan",Military - British Air Ministry,Royal Airship Works R-101,G-FAAW,54,48,0,0,0,0,0,0,0,"Cardington, England","Karachi, Pakistan",-0.413787,52.117943,67.031129,24.86678
223,10/06/1930,13.75,51.05,Berlin - Vienna,Deutsche Lufthansa,Messerschmitt M-20B,D-1930,8,8,0,0,0,0,0,0,0,Berlin,Vienna,13.38886,52.517037,16.372504,48.208354
224,10/12/1930,-5,32,Casablanca - Bahat - Toulouse,Aeropostale,Latecoere 28,F-AJUU,4,4,0,0,0,0,0,0,0,Casablanca,Toulouse,-7.618777,33.595063,1.444247,43.604462
226,10/30/1930,1.43956,49.73316,"Paris, France - London, England",Imperial Airways,Handley Page W-8,G-EBIX,6,3,1,0,0,0,0,0,0,"Paris, France","London, England",2.351499,48.85661,-0.127647,51.507322
229,11/18/1930,-117.336559,33.553623,"Burbank, CA - Oakland, CA",PacifiAir Transport,Boeing 40,NC5340,3,3,0,0,0,0,0,0,0,"Burbank, CA","Oakland, CA",-118.325855,34.181648,-80.331071,43.031749
230,12/09/1930,121.45806,31.22222,Shanghai - Hankow,China National Aviation Corporation,Loening C-W Air Yaht,,6,4,0,0,0,0,0,0,0,Shanghai,Hankow,121.488892,31.225344,114.171112,22.297016
232,01/22/1931,-122.208006,47.609257,Portland - Pasco,Varney Air Lines,Boeing 40,NC741K,1,1,1,0,0,0,0,0,0,Portland,Pasco,-122.674195,45.520247,-119.100566,46.239579
234,02/20/1931,-98.63076,49.96922,Winnigeg - Moosejaw,Western Canada Airways,Fokker Universal F-14,,3,2,1,0,0,0,0,0,0,Winnigeg,Moosejaw,-100.445882,39.78373,-87.664246,41.921129
237,03/31/1931,-96.53529,38.27196,Kansas City - Wichita -  Los Angeles,Trans Continental and Western Air,Fokker F10A Trimotor,NC-999,8,8,0,0,0,0,0,0,0,Kansas City,Los Angeles,-94.578142,39.100105,-118.244476,34.054935
239,5/05/1931,-121.931623,37.323275,San Diego - Los Angeles,PacifiAir Transport,Boeing 40,NC5390,2,2,1,0,0,0,0,0,0,San Diego,Los Angeles,-117.162771,32.717421,-118.244476,34.054935
242,6/07/1931,94.36563,18.46537,Saigon - Karachi,Air Orient,Fokker F-VIIB,PH-AEO,4,4,0,0,0,0,0,0,0,Saigon,Karachi,109.408192,-0.085896,67.031129,24.86678
244,06/13/1931,6.98165,49.2354,Cologne - Saarbrucken,Deutsche Lufthansa,Dornier Merkur,D-1455,4,4,1,0,0,0,0,0,0,Cologne,Saarbrucken,6.959974,50.938361,6.996379,49.234362
245,7/12/1931,-87.650052,41.850033,Chicago - Detroit,Braniff Airlines,Lockheed Vega,NC8497,2,2,0,0,0,0,0,0,1,Chicago,Detroit,-87.624421,41.875555,-83.056737,42.348664
248,07/24/1931,25,43,Constantinople - Budapest,CIDNA,Fokker F-VII,,7,7,0,0,0,0,0,0,0,Constantinople,Budapest,28.965165,41.009633,19.040471,47.498382
251,09/16/1931,-122.223779,37.786027,"Oakland, CA - Seattle, WA",PacifiAir Transport,Boeing 40,NC10347,4,4,0,0,0,0,0,0,0,"Oakland, CA","Seattle, WA",-80.331071,43.031749,-122.330062,47.603832
254,11/05/1931,-74.938259,39.80237,"Newark, NJ  - Camden, NJ - Washington DC","NY, Phil., Washington AW",Lockheed Orion 9,NC12221,5,5,0,0,0,0,0,0,0,"Newark, NJ",Washington DC,-74.172367,40.735657,-77.036646,38.894955
257,11/24/1931,116.99722,36.66833,Nanking - Peiking,China National Aviation Corporation,Stinson,,3,3,1,0,0,0,0,0,0,Nanking,Peiking,118.791646,32.060974,-121.890697,37.383176
258,11/26/1931,-118.899447,46.42066,"Portland,  WA - Pasco, WA",Varney Air Lines,Boeing 40,NC10338,1,1,1,0,0,0,0,0,0,"Portland,  WA","Pasco, WA",-93.124484,43.128436,-119.100566,46.239579
259,12/05/1931,-89.92483,41.24559,Kansas City - Chicago,Braniff Airways,Lockheed Vega 5,NC433E,6,2,1,0,0,0,0,0,0,Kansas City,Chicago,-94.578142,39.100105,-87.624421,41.875555
262,12/31/1931,-84.23327,39.55228,"Port Colombus, OH - Louisville, KY",American Airways,Fairchild Pilgrim 100A,,5,4,1,0,0,0,0,0,1,"Port Colombus, OH","Louisville, KY",-100.445882,39.78373,-85.759407,38.254238
263,01/21/1932,151.1012,-33.7818,"Rockford - Chicago, IL - Madison, WI",Northwest Airways,Stinson SM-2A,,1,1,1,0,0,0,0,0,0,Rockford,"Madison, WI",-89.093966,42.271395,-89.383761,43.074761
264,01/29/1932,-118.856562,34.881773,"San Francisco - Bakersfield - Los Angeles, CA",Century PacifiLines,Stinson SM-6000B,,8,8,0,0,0,0,0,0,0,San Francisco,"Los Angeles, CA",-122.419236,37.779281,-118.244476,34.054935
265,2/01/1932,-80.178002,25.853765,Miami - Bimini,Bimini Airways,Fairchild,,5,5,0,0,0,0,0,0,0,Miami,Bimini,-80.193659,25.774266,-79.943355,23.691062
266,2/02/1932,-85.857579,42.008635,Chicago - Kalamazoo,Transamerican Airlines,Stearman C-3MB,,1,1,0,0,0,0,0,0,0,Chicago,Kalamazoo,-87.624421,41.875555,-85.587229,42.291707
270,03/19/1932,-117.038262,33.976814,"Phoenix, AZ - Los Angeles, CA",American Airways,Fokker F-10A,,7,7,1,0,0,0,0,0,0,"Phoenix, AZ","Los Angeles, CA",-112.077346,33.448587,-118.244476,34.054935
271,03/21/1932,-80.662786,40.406817,Columbus - McKeesport,Trans Continental and Western Air,Northrop Alpha,,1,1,0,0,0,0,0,0,0,Columbus,McKeesport,-83.000706,39.96226,-79.864215,40.347847
276,05/16/1932,-121.931623,37.323275,San Diego - Burbank - Oakland,PacifiAir Transport,Boeing 40,NC5589,3,3,1,0,0,0,0,0,0,San Diego,Oakland,-117.162771,32.717421,-122.271356,37.804456
277,07/16/1932,-70.58275,-33.39227,"Santiago, Chile - Mendosa, Argentina",Panagra,Ford 5-AT-C Tri Motor,NC403H,9,9,1,0,0,0,0,0,0,"Santiago, Chile","Mendosa, Argentina",-70.650445,-33.437797,-100.445882,39.78373
280,9/08/1932,-97.534576,30.946051,El Paso - Dallas,American Airways,Fokker F-10,NC9716,4,3,1,0,0,0,0,0,0,El Paso,Dallas,-106.501349,31.811131,-96.796856,32.776272
286,11/02/1932,10.5,51.5,Nuremberg - Frankfort,Deutsche Lufthansa,Junkers F-13,D-724,5,5,1,1,0,0,0,0,0,Nuremberg,Frankfort,11.077298,49.453872,-84.873284,38.200906
287,11/25/1932,-90.783138,34.768479,"Little Rock, AR - Memphis, TN",Hunter Airways,Travel Air 6000,,2,2,0,0,0,0,0,0,0,"Little Rock, AR","Memphis, TN",-92.289595,34.746481,-90.051628,35.149022
294,01/20/1933,-98.790818,29.855906,Big Springs - San Antonio,American Airways,Stearman 4,NC11721,1,1,0,0,0,0,0,0,1,Big Springs,San Antonio,-122.405018,41.595425,-98.49514,29.4246
296,3/11/1933,-68.82717,-32.89084,"Mendoza, Argentina - Santiago, Chili",Pan American Grace Airways,Fairchild FC-2W,NC9723,2,2,0,0,0,0,0,0,0,"Mendoza, Argentina","Santiago, Chili",-68.547997,-34.870072,-70.650445,-33.437797
297,03/25/1933,-122.080796,37.668821,Burbank - San Francisco,Varney Airlines,Lockheed Orion 9,NC12226,3,3,1,0,0,0,0,0,0,Burbank,San Francisco,-118.325855,34.181648,-122.419236,37.779281
298,03/28/1933,2.86384,51.03248,"Cologne, Germany - Croydon, England",Imperial Airways,Armstrong Whitworth Argosy II,G-AACI,15,15,0,0,0,0,0,0,0,"Cologne, Germany","Croydon, England",6.959974,50.938361,-0.101957,51.371305
303,5/09/1933,2.39019,41.84746,Paris - Morroco,Aeropostale - La Tecoere Company,Latecoere 28-1,F-AJIX,6,6,1,0,0,0,0,0,0,Paris,Morroco,2.351499,48.85661,-106.543106,31.802118
307,10/10/1933,-87.04613,41.613626,Cleveland - Chicago,United Air Lines,Boeing 247-D,NC13304,10,10,0,0,0,0,0,0,0,Cleveland,Chicago,-81.693445,41.505161,-87.624421,41.875555
309,11/09/1933,-122.690794,45.507856,"Seattle, WA - Dallas, TX",United Air Lines,Boeing 247,NC13345,9,4,0,0,0,0,0,0,0,"Seattle, WA","Dallas, TX",-122.330062,47.603832,-96.796856,32.776272
311,11/20/1933,116.99722,36.66833,Canton - Shanghi,China National Aviation Corporation,Sinson,,8,8,1,0,0,0,0,0,0,Canton,Shanghi,-81.378444,40.798952,-100.445882,39.78373
314,12/11/1933,10.01534,53.57532,Berlin - Hamburg,Deutsche Lufthansa,Focke-Wulf A-17,D-1403,8,7,0,0,0,0,0,0,0,Berlin,Hamburg,13.38886,52.517037,10.000654,53.550341
316,12/30/1933,3.39416,51.04039,"Brussels, Belgium - Croydon, England",Imperial Airways,Avro 10,G-ABLU,10,10,1,0,0,0,0,0,0,"Brussels, Belgium","Croydon, England",4.351697,50.846557,-0.101957,51.371305
317,01/15/1934,3.68285,47.25678,Saigon - Paris,Air France,Dewoitine D-332,F-AMMY,14,14,0,0,0,0,0,0,0,Saigon,Paris,109.408192,-0.085896,2.351499,48.85661
319,02/23/1934,-111.900719,40.756095,Salt Lake City - Cheyenne,Boeing Aircraft Company,Boeing 247,NC13357,8,8,0,0,0,0,0,0,0,Salt Lake City,Cheyenne,-111.890431,40.767013,-104.820246,41.139981
321,3/06/1934,-89.848165,40.011715,"St. Louis, MO - Chicago, IL",American Airways,Fairchild Pilgrim 100A,NC710Y,4,4,0,0,0,0,0,0,0,"St. Louis, MO","Chicago, IL",-90.197889,38.627273,-87.624421,41.875555
322,3/10/1934,-75.69611,4.81333,Quiddo - Cartago,Pan American Airways (Scadta),Sikorsky S-38 Flying Boat,NC-9107,6,5,0,0,0,0,0,0,0,Quiddo,Cartago,-100.445882,39.78373,-83.90476,9.788982
325,5/09/1934,-1,50,"Dieppe, France - New Haven, England",Air France,Wibault 282T-12,F-AMPH,6,6,1,0,0,0,0,0,0,"Dieppe, France","New Haven, England",1.079144,49.924618,-3.423421,50.827602
326,05/31/1934,-0.101957,51.3713049,"Croydon, England - Paris, France",Air France,Liore-et-Olivier 213,F-AIVG,2,2,0,0,0,0,0,0,0,"Croydon, England","Paris, France",-0.101957,51.371305,2.351499,48.85661
327,6/09/1934,-74.005973,40.714269,New York - Chicago,American Airways,Curtiss Condor T-32,NC12354,7,7,1,0,0,0,0,0,0,New York,Chicago,-73.986614,40.730646,-87.624421,41.875555
328,6/11/1934,-60.94332,-34.58382,Buenos Aires - Santiago,Panagra,Ford 5-AT-C Tri-Motor,NC8417,10,5,1,0,0,0,0,0,0,Buenos Aires,Santiago,-58.437076,-34.607562,-70.650445,-33.437797
330,06/23/1934,-121.931623,37.323275,Mexico - Burbank,Aerevias Centrales Air Service,Lockheed Orion,XA-BEJ,1,1,1,0,0,0,0,0,0,Mexico,Burbank,-99.133342,19.432601,-118.325855,34.181648
331,7/09/1934,-117.885359,35.187133,San Bernardion - Los Angeles,United Air Services,Lockheed Vega,NC32E,4,3,0,0,0,0,0,0,0,San Bernardion,Los Angeles,-100.445882,39.78373,-118.244476,34.054935
335,08/31/1934,-94.923508,39.908392,Omaha - St. Joseph,Rapid Air Transport,Stinson  SM-6000B,NC10809,5,5,1,0,0,0,0,0,1,Omaha,St. Joseph,-95.937873,41.258732,-94.846632,39.768606
337,10/19/1934,146.08111,-39.93583,Launceston - Melbourne,Holyman Airways,de Havilland DH-86,VH-URN,11,11,0,0,0,0,0,0,0,Launceston,Melbourne,147.13735,-41.434081,144.963161,-37.814218
341,11/15/1934,-112.094419,46.296151,"Omaha, NB - Kansas City, MO",Rapid Air Transport,Stinson SM-6000-B,NC10809,2,2,0,0,0,0,0,0,0,"Omaha, NB","Kansas City, MO",-100.445882,39.78373,-94.578142,39.100105
343,12/08/1934,-92.274145,38.894165,"Kansas City, MO - Chicago, IL",Braniff Airlines,Lockheed Vega 5C,NC106W,1,1,1,0,0,0,0,0,0,"Kansas City, MO","Chicago, IL",-94.578142,39.100105,-87.624421,41.875555
344,12/10/1934,-75.99889,20.21722,Santiago - Havana,Cubana de Aviacion,Ford 4-AT-E Tri-motor,NM-7,8,4,0,0,0,0,0,0,0,Santiago,Havana,-70.650445,-33.437797,-82.365867,23.138028
345,12/20/1934,38,35,"Amsterdam - Batavia, Java",KLM Royal Dutch Airlines,Douglas DC-2-115A,PH-AJU,7,7,0,0,0,0,0,0,0,Amsterdam,"Batavia, Java",4.897976,52.37454,106.827183,-6.175394
346,12/22/1934,-84.66994,36.24341,"Louisville, KY - Nashville, TN",American Airlines,Lockheed Orion 9D,NC12286,1,1,0,0,0,0,0,0,0,"Louisville, KY","Nashville, TN",-85.759407,38.254238,-86.774353,36.16223
347,01/26/1935,-79.950968,40.47441,"Newark, NJ - Columbus, OH",Trans Continental and Western Air,Consolidated Fleetster,NC13212,1,1,0,0,0,0,0,0,0,"Newark, NJ","Columbus, OH",-74.172367,40.735657,-83.000706,39.96226
348,01/31/1935,10.5,51.5,Koenigberg - Berlin,Deruluft,Junkers JU-52/3m,D-AREN,11,11,1,0,0,0,0,0,1,Koenigberg,Berlin,9.261488,53.998663,13.38886,52.517037
350,03/15/1935,33.79844,31.13159,Jerusalem - Cairo,Misrair,de Havilland Dragon 1,SU-ABI,6,3,0,0,0,0,0,0,1,Jerusalem,Cairo,35.213782,31.796816,31.243666,30.048819
353,4/06/1935,8.57146,51.39462,"Praha, Czechoslovakia - Amsterdam, Netherlands",KLM Royal Dutch Airlines,Fokker F-12,PH-AFL,7,7,0,0,0,0,0,0,0,"Praha, Czechoslovakia","Amsterdam, Netherlands",-100.445882,39.78373,4.897976,52.37454
355,5/06/1935,-92.46348,39.896469,Los Angeles - Albuquerque - Kanasas City -  Washington,Trans Continental and Western Air,Douglas DC-2-112,NC13785,14,5,1,0,0,0,0,0,1,Los Angeles,Washington,-118.244476,34.054935,-77.036646,38.894955
359,05/28/1935,-87.84312,41.8792,Chicago - St. Louis,Chicago and Southern Airlines,Stinson SM6000B Tri-motor,NC10894,2,2,0,0,0,0,0,0,0,Chicago,St. Louis,-87.624421,41.875555,-90.197889,38.627273
362,07/14/1935,4.88969,52.37403,Amsterdam - Sweden,KLM Royal Dutch Airlines,Fokker F-XXII,PH-AQJ,20,6,0,0,0,0,0,0,0,Amsterdam,Sweden,4.897976,52.37454,14.520858,59.674971
363,07/19/1935,-89.75036,32.75041,"New Orleans, LA - Mobile, AL",Wedell-Williams Air Service Corporation,General 102-E,NC-492K,2,2,0,1,0,1,0,0,0,"New Orleans, LA","Mobile, AL",18.990277,-33.714995,-88.043054,30.694357
364,07/20/1935,8.01427,47.00016,"Milan, Italy - Amsterdam",KLM Royal Dutch Airlines,Douglas DC-2,PH-AKG,13,13,1,0,0,0,0,0,0,"Milan, Italy",Amsterdam,9.190498,45.466797,4.897976,52.37454
366,08/14/1935,-94.871843,32.688693,Dallas -  Atlanta,Delta Air Lines,Stinson Model A,NC14599,4,4,0,0,0,0,0,0,0,Dallas,Atlanta,-96.796856,32.776272,-84.390185,33.749099
367,08/15/1935,-104.980954,42.481824,Helena - Denver,Aero Mayflower Transit Co,"Waco, model YLC",NC14140,3,3,1,0,0,0,0,0,0,Helena,Denver,-112.036109,46.592712,-104.984703,39.739154
369,9/01/1935,-121.931623,37.323275,"Burbank, CA - Salt Lake City, UT",Western Air Express,Boeing 247,NC13314,3,3,0,0,0,0,0,0,0,"Burbank, CA","Salt Lake City, UT",-118.325855,34.181648,-111.890431,40.767013
371,10/07/1935,-105.84162,41.195479,Salt Lake City - Cheyenne,United Air Lines,Boeing 247D,NC13317,12,12,0,0,0,0,0,0,1,Salt Lake City,Cheyenne,-111.890431,40.767013,-104.820246,41.139981
375,11/02/1935,-55,-10,Bahia - Aracaju,Air France,Latécoère 28-1,F-AJIQ,4,4,0,0,0,0,0,0,0,Bahia,Aracaju,-41.929478,-12.285251,-37.077465,-10.916206
377,11/09/1935,-98.399458,29.049969,Dallas - Waco,Braniff Airlines,Lockheed Vega,NC980Y,1,1,0,0,0,0,0,0,0,Dallas,Waco,-96.796856,32.776272,-97.146669,31.549333
380,12/10/1935,-0.101957,51.3713049,"Brussels, Belgium - Croydon, England",Sabena,Savoia-Marchetti SM73,OO-AGN,11,11,0,0,0,0,0,0,0,"Brussels, Belgium","Croydon, England",4.351697,50.846557,-0.101957,51.371305
382,12/31/1935,29.95527,31.21564,Mirabella - Alexandria,Imperial Airways,Short Calcutta,G-AASJ,13,12,0,0,0,0,0,0,0,Mirabella,Alexandria,11.565921,45.68767,29.894378,31.199004
383,01/14/1936,-91.029194,34.935798,"Newark, NJ - Fort Worth, TX",American Airlines,Douglas DC-2-120,NC14274,17,17,0,0,0,1,0,0,0,"Newark, NJ","Fort Worth, TX",-74.172367,40.735657,-97.332746,32.753177
384,01/17/1936,-57,-25.25,Cochabamba - La Paz,Lloyd Aereo Boliviano,Junkers JU-52,,13,13,0,0,0,0,0,0,0,Cochabamba,La Paz,-66.156959,-17.393585,-68.133635,-16.495637
385,01/21/1936,8.73462,41.92723,Marseille - Tunis,Air France,CAMS 53,F-AJIR,6,6,0,0,0,0,0,0,0,Marseille,Tunis,5.369953,43.296174,9.400138,33.843941
386,01/29/1936,-97.096016,33.149467,"Chicago, IL - Oklahoma City, OK",American Airlines,Vultee V-1,NC13767,6,1,0,0,0,0,0,0,0,"Chicago, IL","Oklahoma City, OK",-87.624421,41.875555,-97.517054,35.472989
387,02/15/1936,-28.6731465,-14.5994134,"Natal, Brazil - Bathhurst, Gambia",Deutsche Lufthansa,Dormier Do-J-Iif Bos Wal,D-ADYS,4,4,0,0,0,0,0,0,0,"Natal, Brazil","Bathhurst, Gambia",-35.20809,-5.805398,-100.445882,39.78373
389,03/26/1936,-102,23,Mexico - Guatemala,Compania de Mexico,Ford 5-AT-B Tri Motor,X-ABCO,14,14,0,0,0,0,0,0,0,Mexico,Guatemala,-99.133342,19.432601,-89.898809,15.635609
390,4/01/1936,-74.005973,40.714269,"Newwark, N.J. - Buffalo, NY",American Airlines,Stinson Model A,NC15152,2,2,0,0,0,0,0,0,0,"Newwark, N.J.","Buffalo, NY",-100.445882,39.78373,-78.878392,42.886717
391,4/07/1936,-77.055534,40.065371,Newark - Los Angeles,Trans Continental and Western Air,Douglas DC-2-112,NC13721,15,13,1,1,0,0,0,0,1,Newark,Los Angeles,-74.172367,40.735657,-118.244476,34.054935
392,4/11/1936,-61.51657,10.66617,Miami - Rio de Janeiro,Pan American Airways,Sikorsky S-42A,NC1537,25,3,1,0,0,0,0,0,0,Miami,Rio de Janeiro,-80.193659,25.774266,-42.419415,-22.275276
393,04/15/1936,7.68682,45.07049,Turin - Milan,Avio Linee Italiane,OFM F-VIIb/3m,I-AAXZ,7,7,0,0,0,0,0,0,0,Turin,Milan,7.682489,45.067755,9.190498,45.466797
398,6/09/1936,13.00073,55.60587,Malmo - Amsterdam,A B Aerotransport,Fokker F-XXII,SE-ABA,15,1,0,0,0,0,0,0,0,Malmo,Amsterdam,-96.72225,41.266115,4.897976,52.37454
400,06/16/1936,10,62,Bergen - Trondheim,Den Norske Luftfartskole,Junkers JU-52/3m,LN-DAE,7,7,1,0,0,0,0,0,0,Bergen,Trondheim,5.325551,60.394353,10.395193,63.430566
401,07/31/1936,-2.11667,49.21667,Guernsey - Jersey,Guernsey Airways,Saro Cloud,G-ABXW,7,7,0,0,0,0,0,0,0,Guernsey,Jersey,-2.581202,49.462291,-2.1256,49.212307
404,8/05/1936,-90.44341,38.64068,New Orleans - Chicago,Chicago Southern Airlines,Lockheed 10B Electra,NC16022,8,8,0,0,0,1,0,0,0,New Orleans,Chicago,-90.070116,29.949932,-87.624421,41.875555
409,09/28/1936,-104.779815,37.646467,"El Paso, TX - Pueblo, CO",Varney Air Lines,Lockheed Vega,NC176W,3,3,1,0,0,0,0,0,0,"El Paso, TX","Pueblo, CO",-106.487287,31.760037,-104.609141,38.254447
413,11/01/1936,10.51607,50.87529,Frankfurt - Erfurt,Deutsche Lufthansa,Junkers JU-52,D-APOO,15,11,0,0,0,0,0,0,0,Frankfurt,Erfurt,8.682092,50.110644,11.028736,50.977797
419,12/09/1936,-0.101957,51.3713049,Croydon - Amsterdam,KLM Royal Dutch Airlines,Douglas DC-2-115E,PH-AKL,17,15,1,0,0,0,0,0,0,Croydon,Amsterdam,-0.101957,51.371305,4.897976,52.37454
